Stnmr,x,y,Category,Sequence,Category_Bool,Length,QLev,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Param14,Param15,Param16,Param17,Param18,Param19,Param20,Param21,Param22,Param23,Param24,Param25,Param26,Param27,Param28,Param29,Param30,Param31,Param32,Param33,Param34,Param35,Param36,Param37,Param38,Param39,Param40,Param41,Param42,Param43,Param44,Param45,Param46,Param47,Param48,Param49,Param50,Param51,Param52,Param53,Param54,Param55,Param56,Param57,Param58,Param59,Param60,Param61,Param62,Param63,Param64,Param65,Param66,Param67,Param68,Param69,Param70,Param71,Param72,Param73,Param74,Param75,Param76,Param77,Param78,Param79,Param80,Param81,Param82,Param83,Param84,Param85,Param86,Param87,Param88,Param89,Param90,Param91,Param92,Delta_Param_1,Delta_Param_2,Delta_Param_3,Delta_Param_4,Delta_Param_5,Delta_Param_6,Delta_Param_7,Delta_Param_8,Delta_Param_9,Delta_Param_10,Delta_Param_11,Delta_Param_12,Delta_Param_13,Delta_Param_14,Delta_Param_15,Delta_Param_16,Delta_Param_17,Delta_Param_18,Delta_Param_19,Delta_Param_20,Delta_Param_21,Delta_Param_22,Delta_Param_23,Delta_Param_24,Delta_Param_25,Delta_Param_26,Delta_Param_27,Delta_Param_28,Delta_Param_29,Delta_Param_30,Delta_Param_31,Delta_Param_32,Delta_Param_33,Delta_Param_34,Delta_Param_35,Delta_Param_36,Delta_Param_37,Delta_Param_38,Delta_Param_39,Delta_Param_40,Delta_Param_41,Delta_Param_42,Delta_Param_43,Delta_Param_44,Delta_Param_45,Delta_Param_46,Delta_Param_47,Delta_Param_48,Delta_Param_49,Delta_Param_50,Delta_Param_51,Delta_Param_52,Delta_Param_53,Delta_Param_54,Delta_Param_55,Delta_Param_56,Delta_Param_57,Delta_Param_58,Delta_Param_59,Delta_Param_60,Delta_Param_61,Delta_Param_62,Delta_Param_63,Delta_Param_64,Delta_Param_65,Num_Fail_M1,SumOfDeviation_M1,Category_M1,SubCategory_M1,Outlier_M1,Category1_M1,OutBand_M1,Category1_M2,Category1_M2,Outband_M2,Outlier_M2,Threshold_M2,Weight_M2,HardBin_2_GDBN,Edge_M2
7,57,32,1,A_23,TRUE,63447,0.2545,18.76998,18.7003,20.11942,32.83978,49.20693,9.793815,0.4514748,3.01669,5.843356,1.809792,1.398608,0.105011,0.0750487,0.1487099,9.012799,0.0261628,92.37693,19.34919,0.791852,0.0736916,0.1188366,0.121082,0.9149561,19.20256,18.93657,20.66877,33.11498,48.06805,9.793815,0.4121842,3.01669,5.843356,1.809792,2.73766,0.105011,0.0750487,0.1487099,9.012799,0.0261628,127.329,27.732,0.791852,0.0736916,0.1188366,0.121082,0.9149561,24.35411,24.52816,32.36202,35.23804,77.36488,9.793815,0.4514748,3.01669,5.843356,1.809792,1.382761,0.0655991,0.0750487,0.1487099,9.012799,0.0261628,92.37693,19.27085,0.791852,0.0736916,0.0796377,0.121082,0.9149561,17.70821,19.96038,19.84475,32.60388,49.91383,9.793815,0.4121842,3.01669,5.882692,2.443737,1.390684,0.105011,0.0750487,0.1093796,9.012799,0.0261628,127.4078,27.732,0.791852,0.0736916,0.0796377,0.081788,0.9149561,-0.4325733,-0.2362635,-0.5493481,-0.2752095,1.138885,0,0.03929061,0,0,0,-1.339053,0,0,0,0,0,-34.95206,-8.382809,0,0,0,0,0,-5.584123,-5.827853,-12.2426,-2.398267,-28.15795,0,0,0,0,0,0.0158468,0.0394119,0,0,0,0,0,0.07834285,0,0,0.0391989,0,0,1.061769,-1.260076,0.2746731,0.2358966,-0.7068962,0,0.03929061,0,-0.0393358,-0.6339448,0.00792346,0,0,0.03933031,0,0,-35.03087,-8.382809,0,0,0,1,3,FALSE,TRUE,FALSE,3,TRUE,FALSE,FALSE,0.5,0.9635416,1,FALSE
8,57,31,1,A_23,TRUE,63447,0.2545,24.06931,27.42463,27.63473,38.52107,38.15635,9.732785,0.4038284,3.086221,5.73132,1.824931,1.414919,0.0611225,0.1037954,0.0699872,8.270721,0.0308108,92.15263,19.42159,0.8651435,0.106541,0.1115072,0.0750546,0.9542364,24.46144,27.15016,27.31913,38.16766,39.25502,9.732785,0.4038284,3.086221,5.73132,1.817016,2.728163,0.0611225,0.1037954,0.0699872,8.270721,0.0308108,127.2147,27.92687,0.8651435,0.106541,0.1115072,0.0356903,0.9149506,35.71542,33.81601,39.03587,43.23325,77.2375,9.732785,0.4038284,3.086221,5.73132,1.809101,1.391186,0.0611225,0.1037954,0.0699872,8.270721,0.0308108,92.19189,19.3824,0.8651435,0.106541,0.1115072,0.0356903,0.9542364,24.0301,26.64042,27.71363,37.77498,39.92207,9.732785,0.4038284,3.086221,5.73132,2.45023,1.399097,0.0611225,0.1037954,0.0699872,8.270721,0.0308108,127.2539,27.92687,0.8651435,0.0670949,0.1115072,0.0356903,0.9149506,-0.3921241,0.2744757,0.3156029,0.3534108,-1.09867,0,0,0,0,0.00791519,-1.313244,0,0,0,0,0,-35.06204,-8.505272,0,0,0,0.0393643,0.03928581,-11.64611,-6.391376,-11.40114,-4.712176,-39.08115,0,0,0,0,0.01583039,0.02373336,0,0,0,0,0,-0.0392646,0.03919564,0,0,0,0.0393643,0,0.03921241,0.7842183,-0.0788998,0.7460937,-1.765717,0,0,0,0,-0.6252985,0.01582224,0,0,0,0,0,-35.1013,-8.505272,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9635416,1,FALSE
5,57,35,1,A_23,TRUE,57767,0.2545,21.40304,15.06768,22.93438,30.89393,52.17865,8.439864,0.41661,3.025021,7.591625,1.874395,1.599977,0.1247174,0.08301,0.061384,8.826365,0.0714226,91.02178,21.94039,0.775775,0.047192,0.1482725,0.0429358,0.954233,22.15286,16.29131,23.4486,33.22963,47.78157,8.439864,0.41661,2.985649,7.631145,1.866476,3.034201,0.1247174,0.0435,0.061384,8.826365,0.0714226,125.9599,30.92144,0.775775,0.047192,0.108725,0.0429358,0.954233,22.35018,26.67241,33.69344,36.51546,66.58692,8.439864,0.41661,2.985649,7.591625,1.866476,1.584129,0.1247174,0.0435,0.061384,8.826365,0.0714226,91.06116,21.86161,0.775775,0.047192,0.108725,0.0429358,0.954233,21.60036,16.015,22.65749,33.26922,49.27344,8.439864,0.41661,2.985649,7.631145,2.507983,1.592053,0.1247174,0.0435,0.061384,8.826365,0.0714226,125.9599,30.96083,0.775775,0.047192,0.108725,0.0429358,0.954233,-0.7498208,-1.223629,-0.5142204,-2.335703,4.397076,0,0,0.03937213,-0.0395202,0.00791985,-1.434224,0,0.03951,0,0,0,-34.93813,-8.981058,0,0,0.03954751,0,0,-0.947142,-11.60474,-10.75907,-5.621525,-14.40827,0,0,0.03937213,0,0.00791985,0.01584785,0,0.03951,0,0,0,-0.0393838,0.07878058,0,0,0.03954751,0,0,-0.1973212,-0.9473246,0.2768878,-2.375292,2.905209,0,0,0.03937213,-0.0395202,-0.6335871,0.00792393,0,0.03951,0,0,0,-34.93813,-9.020448,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9320388,1,TRUE
2,58,35,1,A_23,TRUE,67171,0.2545,12.23737,21.61021,21.64267,27.51201,59.17218,9.239276,0.382586,2.957149,5.665341,1.845763,1.570125,0.0845571,0.1118512,0.0862991,8.22182,0.1011748,92.20771,21.82447,0.7835233,0.0579082,0.1236234,0.0899495,0.9399232,12.66982,20.58855,22.15621,27.59071,59.64343,9.239276,0.382586,2.957149,5.665341,1.837846,2.994641,0.0450628,0.1118512,0.0862991,8.22182,0.1011748,127.3152,30.81611,0.7835233,0.0579082,0.1236234,0.0899495,0.9399232,18.92071,27.42576,26.62006,41.24485,73.15265,9.239276,0.382586,2.957149,5.665341,1.837846,1.554297,0.0450628,0.1118512,0.0862991,8.22182,0.1011748,92.20771,21.70668,0.7835233,0.0579082,0.1236234,0.0899495,0.9399232,13.69198,21.72809,23.10429,30.1484,53.90986,9.239276,0.382586,2.957149,5.665341,2.47906,1.562211,0.0450628,0.1118512,0.0862991,8.22182,0.0616881,127.3546,30.81611,0.7835233,0.0579082,0.1236234,0.050494,0.9399232,-0.4324513,1.021652,-0.5135387,-0.0786986,-0.4712492,0,0,0,0,0.00791624,-1.424516,0.0394943,0,0,0,0,-35.10748,-8.991638,0,0,0,0,0,-6.683346,-5.815556,-4.97739,-13.73284,-13.98047,0,0,0,0,0.00791624,0.01582794,0.0394943,0,0,0,0,0,0.1177937,0,0,0,0,0,-1.45461,-0.1178831,-1.461614,-2.63639,5.262315,0,0,0,0,-0.6332976,0.00791403,0.0394943,0,0,0,0.0394867,-35.14692,-8.991638,0,0,0,1,3,FALSE,TRUE,FALSE,3,TRUE,FALSE,FALSE,0.5,0.8048781,1,TRUE
3,58,34,1,A_23,TRUE,67171,0.2545,14.25249,14.68048,28.22731,29.56082,47.59612,9.846042,0.3974869,3.042903,5.78262,1.855724,1.568947,0.029765,0.103904,0.0810892,8.428888,0.1016304,93.15195,21.24202,0.7291775,0.0616256,0.1143625,0.0889606,1.000429,14.29191,14.95575,28.50187,29.12844,47.79274,9.846042,0.4369748,3.042903,5.78262,1.847807,3.048482,0.029765,0.103904,0.0810892,8.428888,0.1016304,128.497,30.09376,0.7291775,0.0616256,0.1143625,0.0889606,0.96106,17.4058,19.71396,30.89449,36.79321,74.10043,9.846042,0.4369748,3.042903,5.78262,1.847807,1.553124,0.029765,0.103904,0.0810892,8.428888,0.1016304,93.19148,21.20251,0.7291775,0.0616256,0.1143625,0.0889606,0.96106,13.42475,14.28724,28.81566,27.94925,50.23082,9.806761,0.3974869,3.042903,5.78262,2.496942,1.561036,0.029765,0.103904,0.0810892,8.428888,0.1016304,128.5366,30.09376,0.7291775,0.0616256,0.1143625,0.0889606,0.96106,-0.0394164,-0.2752673,-0.2745632,0.4323721,-0.1966171,0,-0.0394879,0,0,0.00791636,-1.479535,0,0,0,0,0,-35.34508,-8.851742,0,0,0,0,0.03936904,-3.153311,-5.033473,-2.667177,-7.232394,-26.5043,0,-0.0394879,0,0,0.00791636,0.01582387,0,0,0,0,0,-0.0395328,0.03951788,0,0,0,0,0.03936904,0.8277446,0.3932407,-0.5883481,1.611566,-2.6347,0.03928132,0,0,0,-0.6412186,0.00791193,0,0,0,0,0,-35.38463,-8.851742,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8719512,1,TRUE
4,58,33,1,A_23,TRUE,67171,0.2545,14.65609,15.37729,20.58563,26.67719,54.6024,9.856739,0.4138111,3.018827,5.788363,1.823376,1.355184,0.1307592,0.1129428,0.1016015,8.307164,0.0827614,92.76046,19.64068,0.8282925,0.128169,0.14148,0.0549968,0.9395629,14.34205,14.94507,21.13721,25.57511,56.25536,9.856739,0.4138111,3.018827,5.788363,1.815457,2.668048,0.1307592,0.1129428,0.062142,8.346387,0.0827614,127.9342,28.14393,0.8282925,0.128169,0.14148,0.0549968,0.9395629,18.77794,21.03549,25.70745,32.10888,82.939,9.856739,0.4138111,2.979514,5.788363,1.815457,1.347275,0.0913428,0.1129428,0.1016015,8.307164,0.0827614,92.79972,19.56194,0.8282925,0.128169,0.1019616,0.0549968,0.9395629,15.12716,14.39497,21.09781,26.79527,54.83853,9.856739,0.4138111,3.018827,5.788363,2.449032,1.347275,0.0913428,0.1129428,0.1016015,8.307164,0.0827614,127.9735,28.14393,0.8282925,0.128169,0.14148,0.0549968,0.9395629,0.3140457,0.4322231,-0.5515795,1.102082,-1.652967,0,0,0,0,0.00791962,-1.312864,0,0,0.0394595,-0.0392227,0,-35.17374,-8.503251,0,0,0,0,0,-4.121849,-5.658193,-5.121818,-5.431695,-28.33661,0,0,0.03931252,0,0.00791962,0.00790891,0.0394164,0,0,0,0,-0.0392571,0.07873401,0,0,0.0395184,0,0,-0.4710685,0.9823256,-0.5121808,-0.1180805,-0.2361387,0,0,0,0,-0.6256555,0.00790891,0.0394164,0,0,0,0,-35.21299,-8.503251,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9243243,1,TRUE
6,59,35,1,A_23,TRUE,67171,0.2545,14.00795,11.19261,23.31453,31.81762,62.85096,9.59328,0.4384616,3.014789,5.728272,1.843748,1.527424,0.0915599,0.099653,0.0776256,9.145752,0.16663,92.85754,22.03448,0.8046976,0.0602565,0.07468411,0.1037266,0.9281412,13.96866,11.27133,23.70738,32.20928,62.45736,9.59328,0.4384616,3.014789,5.728272,1.83583,2.951546,0.0915599,0.099653,0.0776256,9.145752,0.16663,128.2188,31.08159,0.8046976,0.0209326,0.07468411,0.1037266,0.9281412,18.44823,14.38104,26.02516,28.52769,105.2417,9.59328,0.4384616,3.014789,5.728272,1.83583,1.503688,0.0522006,0.099653,0.0776256,9.10641,0.1273,92.89674,21.95615,0.8046976,0.0209326,0.1140818,0.1037266,0.9281412,13.57571,11.3107,23.27525,30.17266,65.25191,9.59328,0.4384616,3.014789,5.728272,2.477127,1.5116,0.0522006,0.099653,0.0776256,9.145752,0.1273,128.258,31.12076,0.8046976,0.0209326,0.07468411,0.1037266,0.9281412,0.03929436,-0.0787266,-0.3928449,-0.3916584,0.3935993,0,0,0,0,0.00791717,-1.424122,0,0,0,0,0,-35.36129,-9.047115,0,0.0393239,0,0,0,-4.440278,-3.188428,-2.710629,3.289936,-42.39072,0,0,0,0,0.00791717,0.02373545,0.0393593,0,0,0.03934186,0.03933,-0.039205,0.07832982,0,0.0393239,-0.0393977,0,0,0.4322398,-0.1180908,0.03928505,1.644967,-2.400957,0,0,0,0,-0.6333793,0.01582364,0.0393593,0,0,0,0.03933,-35.40049,-9.086281,0,0,0,1,3,FALSE,TRUE,FALSE,3,TRUE,FALSE,FALSE,0.5,0.7357143,1,TRUE
7,59,34,1,A_23,TRUE,67171,0.2545,18.65201,18.58217,20.15866,33.19362,49.32475,9.67592,0.4514748,3.01669,5.80402,1.849413,1.446148,0.105011,0.0750487,0.1093796,9.012799,0.0654382,92.69217,20.32849,0.791852,0.0736916,0.1188366,0.121082,0.9149561,18.61268,18.38528,19.88398,33.27225,50.18873,9.636621,0.4514748,3.01669,5.843356,1.833565,2.816894,0.105011,0.0750487,0.1093796,9.052152,0.0654382,127.9201,29.14219,0.791852,0.0736916,0.1188366,0.121082,0.9149561,24.90465,26.18201,32.16582,37.40042,79.79974,9.636621,0.4514748,3.01669,5.843356,1.833565,1.430301,0.0655991,0.0750487,0.1093796,9.012799,0.0654382,92.73158,20.21098,0.791852,0.0736916,0.0796377,0.081788,0.9149561,18.37674,18.73968,20.43333,32.76114,49.9531,9.67592,0.4514748,3.01669,5.843356,2.515055,1.446148,0.0655991,0.0750487,0.1093796,9.052152,0.0654382,127.9595,29.14219,0.791852,0.0736916,0.0796377,0.081788,0.9149561,0.03932416,0.1968872,0.2746731,-0.0786297,-0.8639842,0.03929809,0,0,-0.0393358,0.01584855,-1.370746,0,0,0,-0.0393521,0,-35.22789,-8.8137,0,0,0,0,0,-6.252645,-7.599838,-12.00716,-4.206799,-30.47499,0.03929809,0,0,-0.0393358,0.01584855,0.0158468,0.0394119,0,0,0,0,-0.0394061,0.1175161,0,0,0.0391989,0.039294,0,0.2752729,-0.157509,-0.274675,0.4324764,-0.6283522,0,0,0,-0.0393358,-0.6656421,0,0.0394119,0,0,-0.0393521,0,-35.2673,-8.8137,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8258426,1,TRUE
8,59,33,1,A_23,TRUE,67171,0.2545,22.65766,23.85644,23.453,34.35865,29.99483,9.614997,0.4038284,2.88932,5.770619,1.785356,1.296252,0.0611225,0.1037954,0.0699872,8.978452,0.0308108,91.76,18.75528,0.8651435,0.106541,0.1115072,0.0356903,0.9542364,22.1479,23.6996,23.80805,35.14402,29.91635,9.575734,0.4038284,2.84994,5.73132,1.769525,2.56203,0.0611225,0.1037954,0.0699872,8.978452,0.0308108,126.7435,27.02538,0.8651435,0.106541,0.1115072,0.0356903,0.9542364,32.22551,30.09097,33.47338,39.93472,54.71483,9.614997,0.4038284,2.84994,5.73132,1.769525,1.28043,0.0611225,0.1037954,0.0699872,8.978452,0.0308108,91.79926,18.5985,0.8651435,0.106541,0.1115072,0.0356903,0.9542364,22.30475,25.62093,23.80805,36.59694,26.42416,9.614997,0.4038284,2.88932,5.73132,2.402739,1.288341,0.0611225,0.1037954,0.0699872,8.978452,0.0308108,126.7828,27.06458,0.8651435,0.106541,0.1115072,0.0356903,0.9542364,0.5097631,0.156844,-0.3550518,-0.785362,0.07847697,0.0392627,0,0.03938028,0.03929948,0.01583039,-1.265778,0,0,0,0,0,-34.98351,-8.270103,0,0,0,0,0,-9.567849,-6.234532,-10.02038,-5.57607,-24.72,0,0,0.03938028,0.03929948,0.01583039,0.01582224,0,0,0,0,0,-0.0392646,0.1567788,0,0,0,0,0,0.3529135,-1.764489,-0.3550518,-2.238281,3.570668,0,0,0,0.03929948,-0.6173832,0.00791112,0,0,0,0,0,-35.02277,-8.309299,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8906249,1,FALSE
1,58,32,1,A_23,TRUE,62751,0.2545,16.18795,13.3953,24.89036,21.37201,64.99706,9.731201,0.3861108,3.11803,5.875461,1.824304,1.314797,0.0995206,0.0532864,0.102406,9.053863,0.0609758,92.37703,19.1803,0.8224024,0.0729492,0.089889,0.0513807,0.961228,16.70167,13.31623,25.40369,22.63434,63.1867,9.691679,0.3861108,3.11803,5.875461,1.816381,2.549078,0.0600655,0.0532864,0.102406,9.053863,0.0609758,127.4757,27.38904,0.7828321,0.0334624,0.089889,0.0513807,0.961228,25.19772,17.58627,26.94367,40.38594,84.98975,9.691679,0.3861108,3.11803,5.875461,1.816381,1.306885,0.0600655,0.0532864,0.102406,9.053863,0.0609758,92.41652,19.02243,0.8224024,0.0729492,0.089889,0.0513807,0.961228,16.14844,12.64409,24.33755,21.56925,66.37451,9.691679,0.3861108,3.11803,5.875461,2.458183,1.306885,0.0600655,0.0532864,0.102406,9.093091,0.0609758,127.5152,27.38904,0.8224024,0.0334624,0.089889,0.0513807,0.961228,-0.5137157,0.07907487,-0.5133264,-1.262337,1.810364,0.0395216,0,0,0,0.00792346,-1.234281,0.0394551,0,0,0,0,-35.09869,-8.208741,0.03957032,0.0394868,0,0,0,-9.009764,-4.190974,-2.053307,-19.01394,-19.99269,0.0395216,0,0,0,0.00792346,0.00791205,0.0394551,0,0,0,0,-0.0394881,0.157861,0,0,0,0,0,0.03951602,0.7512122,0.5528145,-0.1972411,-1.377448,0.0395216,0,0,0,-0.6338785,0.00791205,0.0394551,0,0,-0.0392282,0,-35.13818,-8.208741,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9479166,1,FALSE
2,58,31,1,A_23,TRUE,62751,0.2545,12.31599,22.82833,24.28938,29.83361,60.86083,9.988709,0.382586,3.192652,6.337195,1.845763,1.348533,0.0845571,0.0723404,0.0862991,9.007022,0.1011748,92.68108,19.42932,0.8230384,0.0579082,0.1236234,0.0899495,0.9399232,12.31599,22.3175,24.40789,29.51881,61.88188,9.988709,0.382586,3.192652,6.337195,1.837846,2.591028,0.0845571,0.0723404,0.0862991,9.046283,0.0616881,127.6702,27.83198,0.8230384,0.0579082,0.1236234,0.0899495,0.9399232,21.12228,32.45543,33.84913,46.98981,86.93678,9.988709,0.382586,3.192652,6.337195,1.837846,1.332705,0.0845571,0.0723404,0.0862991,9.007022,0.1011748,92.72052,19.35079,0.8230384,0.0579082,0.1236234,0.050494,0.9399232,12.47325,22.67115,23.85484,29.55816,61.84261,9.988709,0.382586,3.192652,6.337195,2.471144,1.340619,0.0450628,0.0723404,0.0862991,9.046283,0.0616881,127.6702,27.87125,0.8230384,0.0579082,0.1236234,0.0899495,0.9399232,0,0.5108267,-0.1185089,0.3147926,-1.021046,0,0,0,0,0.00791624,-1.242495,0,0,0,-0.0392608,0.0394867,-34.98913,-8.402668,0,0,0,0,0,-8.806291,-9.627104,-9.559749,-17.15621,-26.07594,0,0,0,0,0.00791624,0.01582794,0,0,0,0,0,-0.0394434,0.07852912,0,0,0,0.0394555,0,-0.1572557,0.1571774,0.4345346,0.2754442,-0.9817742,0,0,0,0,-0.6253814,0.00791403,0.0394943,0,0,-0.0392608,0.0394867,-34.98913,-8.441932,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9479166,1,FALSE
3,58,30,1,A_23,TRUE,62751,0.2545,14.13424,16.29277,29.75701,31.25099,52.70823,9.767479,0.4369748,3.003455,5.703515,1.760728,1.228734,0.029765,0.103904,0.0810892,8.074613,0.1016304,90.46349,18.15972,0.768644,0.0616256,0.1143625,0.0889606,0.96106,13.10942,14.79846,28.03119,29.67873,59.19667,9.728198,0.4369748,3.003455,5.703515,1.760728,2.423438,0.029765,0.103904,0.0810892,8.074613,0.1016304,124.8202,26.02354,0.768644,0.0616256,0.1143625,0.0889606,0.96106,19.25838,25.65188,34.26768,41.35276,99.26773,9.728198,0.4369748,3.003455,5.703515,1.760728,1.21291,0.029765,0.103904,0.0810892,8.074613,0.1016304,90.50304,18.04117,0.768644,0.0616256,0.1143625,0.0889606,0.96106,13.81891,15.11305,28.77643,30.34694,56.40468,9.728198,0.4369748,2.964008,5.703515,2.378198,1.220822,0.029765,0.103904,0.0810892,8.074613,0.1016304,124.8597,26.06306,0.768644,0.0616256,0.1143625,0.0889606,0.96106,1.024826,1.494312,1.725821,1.572261,-6.488446,0.03928132,0,0,0,0,-1.194704,0,0,0,0,0,-34.3567,-7.863823,0,0,0,0,0,-5.124132,-9.359112,-4.510669,-10.10177,-46.5595,0.03928132,0,0,0,0,0.01582387,0,0,0,0,0,-0.0395402,0.1185499,0,0,0,0,0,0.3153319,1.179719,0.9805802,0.9040498,-3.696449,0.03928132,0,0.03944733,0,-0.6174699,0.00791193,0,0,0,0,0,-34.39623,-7.903339,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9114582,1,FALSE
4,58,29,1,A_23,TRUE,62751,0.2545,15.63749,16.75255,21.92518,28.84199,51.17839,9.542083,0.374323,2.940201,5.788363,1.752099,1.165372,0.1307592,0.1129428,0.1016015,7.875717,0.0827614,89.14887,18.10537,0.867791,0.128169,0.14148,0.0549968,0.9002151,15.75525,17.14548,22.87075,28.84199,50.27319,9.50275,0.4138111,2.940201,5.788363,1.744179,2.272607,0.0913428,0.1129428,0.1016015,7.91494,0.0827614,123.3019,26.09685,0.867791,0.128169,0.1019616,0.0549968,0.9002151,19.75934,23.15731,30.0413,37.4225,94.23429,9.50275,0.374323,2.940201,5.788363,1.744179,1.157463,0.0913428,0.1129428,0.1016015,7.875717,0.0827614,89.14887,17.98727,0.867791,0.128169,0.1019616,0.0549968,0.9002151,15.48047,16.04527,21.13721,28.01543,53.9727,9.50275,0.4138111,2.940201,5.788363,2.361915,1.157463,0.0913428,0.1129428,0.1016015,7.91494,0.0827614,123.3019,26.09685,0.867791,0.128169,0.1019616,0.0549968,0.9002151,-0.1177676,-0.3929306,-0.9455662,0,0.9051971,0.03933161,-0.0394881,0,0,0.00791973,-1.107235,0.0394164,0,0,-0.0392227,0,-34.15307,-7.991482,0,0,0.0395184,0,0,-4.121849,-6.404759,-8.116111,-8.580503,-43.0559,0.03933161,0,0,0,0.00791973,0.00790891,0.0394164,0,0,0,0,0,0.118101,0,0,0.0395184,0,0,0.1570219,0.7072743,0.7879734,0.8265618,-2.794307,0.03933161,-0.0394881,0,0,-0.6098161,0.00790891,0.0394164,0,0,-0.0392227,0,-34.15307,-7.991482,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8385414,1,FALSE
5,59,32,1,A_23,TRUE,62751,0.2545,21.63982,18.2649,22.0246,33.11087,47.66379,9.732625,0.41661,3.025021,6.050338,1.795197,1.290945,0.1247174,0.08301,0.1006208,8.237306,0.0714226,91.37628,18.67097,0.8153251,0.08672,0.1482725,0.0429358,0.954233,21.28465,18.34384,22.42015,32.35869,48.76306,9.693451,0.41661,3.025021,6.010817,1.779357,2.5033,0.1247174,0.08301,0.061384,8.237306,0.0714226,126.275,26.86421,0.8153251,0.047192,0.108725,0.0429358,0.954233,24.40232,31.76429,33.25833,38.05939,83.35077,9.732625,0.41661,3.025021,6.010817,1.787277,1.275097,0.1247174,0.08301,0.061384,8.198035,0.0318828,91.41567,18.59219,0.8153251,0.047192,0.108725,0.0429358,0.954233,21.67929,18.2649,22.85527,33.19005,46.91786,9.732625,0.41661,3.025021,6.050338,2.420864,1.275097,0.1247174,0.08301,0.061384,8.237306,0.0714226,126.3144,26.86421,0.8153251,0.08672,0.108725,0.0429358,0.954233,0.3551785,-0.0789445,-0.3955532,0.7521771,-1.09927,0.03917422,0,0,0.03952021,0.01583959,-1.212355,0,0,0.03923679,0,0,-34.89874,-8.193245,0,0.039528,0.03954751,0,0,-2.762493,-13.49939,-11.23373,-4.948523,-35.68698,0,0,0,0.03952021,0.00791974,0.01584785,0,0,0.03923679,0.03927108,0.0395398,-0.0393912,0.07878058,0,0.039528,0.03954751,0,0,-0.0394639,0,-0.8306634,-0.0791773,0.7459298,0,0,0,0,-0.6256674,0.01584785,0,0,0.03923679,0,0,-34.93813,-8.193245,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9114582,1,FALSE
7,59,30,1,A_23,TRUE,62751,0.2545,19.28121,19.64536,20.27638,34.92352,45.04411,9.440132,0.4121842,2.859754,6.118706,1.746397,1.200523,0.105011,0.0750487,0.1093796,7.910955,0.0654382,89.22455,17.35142,0.791852,0.1128984,0.1188366,0.121082,0.8757574,18.80931,19.21221,20.11942,33.23293,48.57858,9.440132,0.4121842,2.859754,6.118706,1.738473,2.365261,0.0655991,0.0750487,0.1093796,7.910955,0.0261628,123.3097,25.18582,0.8311308,0.0736916,0.0796377,0.121082,0.8757574,25.65182,26.49703,34.28473,41.41064,86.75085,9.400834,0.4121842,2.859754,6.118706,1.738473,1.192599,0.0655991,0.0750487,0.1487099,7.910955,0.0654382,89.26395,17.27308,0.8311308,0.0736916,0.0796377,0.121082,0.8757574,19.39918,20.51166,20.23714,35.51326,43.78741,9.400834,0.4121842,2.859754,6.118706,2.356569,1.192599,0.0655991,0.0750487,0.1093796,7.910955,0.0261628,123.3491,25.18582,0.8311308,0.0736916,0.0796377,0.081788,0.8757574,0.4718974,0.4331507,0.1569558,1.690585,-3.534473,0,0,0,0,0.00792439,-1.164738,0.0394119,0,0,0,0.0392754,-34.08515,-7.834399,-0.0392788,0.0392068,0.0391989,0,0,-6.370617,-6.851668,-14.00836,-6.487124,-41.70676,0.03929809,0,0,0,0.00792439,0.00792346,0.0394119,0,-0.0393303,0,0,-0.0394061,0.07834472,-0.0392788,0.0392068,0.0391989,0,0,-0.1179744,-0.8663032,0.03923848,-0.5897395,1.256701,0.03929809,0,0,0,-0.6101718,0.00792346,0.0394119,0,0,0,0.0392754,-34.12456,-7.834399,-0.0392788,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9114583,1,FALSE
